35,3,6,8,12,15,20,26,30,36,44,53,60,70,84,88,99,123,125,136,157,176,185,201,238,241,252,270,293,312,335,355,391,396,573,699,758
36,5,8,12,16,20,25,35,38,38,52,55,74,89,84,92,116,126,166,140,168,175,188,201,216,294,299,276,289,378,333,371,382,420,528,462,699
37,4,7,11,14,18,20,35,33,38,60,61,67,75,98,104,130,174,159,166,201,217,203,205,228,239,309,271,288,373,338,362,413,532,552,459,654
38,5,7,11,14,18,20,25,30,37,44,51,60,69,79,87,102,118,129,144,155,180,186,230,231,235,250,338,298,314,351,357,378,508,434,586,500
39,3,5,8,11,16,20,27,31,36,44,53,83,84,80,90,100,116,126,140,170,197,211,199,215,270,259,350,302,335,349,460,384,415,536,464,615
40,4,6,10,12,16,19,26,31,36,43,51,60,68,110,92,106,118,132,141,155,167,182,262,214,241,253,307,293,311,404,353,388,405,431,506,485
41,3,5,8,12,15,20,25,31,36,47,53,61,81,82,90,99,133,123,140,167,171,185,200,220,260,257,271,290,318,335,383,391,412,477,591,553
42,3,5,9,11,15,20,25,30,39,43,53,61,69,78,89,106,115,163,139,151,166,210,205,222,233,260,297,300,311,403,353,385,409,427,551,516
43,3,5,8,11,16,20,31,31,39,47,53,75,71,82,88,104,115,125,139,205,169,186,201,220,283,253,275,311,309,369,452,375,577,447,452,483
44,3,5,8,11,17,19,25,33,36,44,52,59,69,82,97,107,115,128,141,157,211,193,198,215,232,267,278,290,342,337,359,489,407,522,449,506
45,3,7,10,13,17,24,25,33,36,49,52,72,68,82,89,101,114,130,148,153,168,214,200,224,234,260,370,290,311,329,395,374,423,425,590,479
46,3,5,8,12,16,20,25,30,36,43,51,59,68,119,110,102,111,123,142,150,173,190,201,215,231,267,269,290,328,339,353,434,399,441,459,492
47,4,6,8,11,15,21,25,34,45,46,52,60,68,77,90,99,125,133,142,153,173,179,195,264,231,249,271,303,313,335,406,376,422,449,583,477
48,3,5,8,11,15,19,25,31,37,43,51,59,68,79,97,109,116,160,138,154,168,188,202,219,233,274,275,296,309,336,355,395,425,429,468,477
49,3,6,8,11,15,20,25,32,37,50,51,61,70,79,94,101,116,125,137,185,166,181,199,216,243,255,278,305,310,332,380,381,521,422,465,507
